0.09014944	0.001856357	0.004400141	0.001762458	0.05598774	0.1740151	0.8689944	0.6620916	0.9292078	0.784833	0.7120155	0.8903849	0.8893323	0.9400803	0.9438295	0.978103	0.7912912	0.8970201	0.9529708	0.9876137	0.95556	0.9982862	0.8853027	0.7015237	0.6664137	0.8591215	0.7098717	0.8438204	0.8757931	0.09250178	0.0170817	0.04082335	0.9821652	1	1
0.2356053	0.00668586	0.03254278	0.01109814	0.1293374	0.4435652	0.8248883	0.7722075	0.9321723	0.7810023	0.732781	0.865837	0.894164	0.9507886	0.9676566	0.9647878	0.873888	0.9170233	0.9671556	0.996723	0.984047	0.9997138	0.8924957	0.7256539	0.7210268	0.895355	0.7999582	0.8268286	0.840117	0.1295661	0.0180794	0.01956801	0.9984838	1	1
0.121236	0.01671322	0.03048954	0.00296628	0.9821994	0.9203044	0.8471966	0.7750996	0.9368515	0.7247867	0.7726703	0.8792335	0.9387938	0.9429532	0.9590508	0.9877356	0.8626703	0.856083	0.9271627	0.983052	0.9818451	0.9865419	0.8958283	0.7247911	0.7208549	0.9129452	0.645545	0.8296249	0.8421554	0.1325012	0.01361815	0.07084777	0.9734382	1	1
0.06207558	0.001504325	0.006841766	0.0004771973	0.1472360	0.09717146	0.8796511	0.8134795	0.893377	0.7598118	0.7462128	0.8898355	0.8965967	0.9582534	0.9650482	0.9994375	0.763975	0.900958	0.9372877	0.992519	0.9489082	0.9975861	0.9150518	0.7066787	0.7296178	0.8833348	0.7285804	0.8636795	0.8345364	0.1328357	0.02262158	0.006702648	0.9868893	1	1
0.07746042	0.004578375	0.01737838	0.001631299	0.3481549	0.7779404	0.8900636	0.8108792	0.9042289	0.7440764	0.7434319	0.9003063	0.888356	0.9749986	0.9376062	0.9910735	0.8284173	0.9042778	0.9725502	0.9881716	0.968237	0.9964378	0.8919555	0.771043	0.7506264	0.8326047	0.6919044	0.8531742	0.8234893	0.1270645	0.02473376	0.00871271	0.9903733	1	1
0.1267730	0.01954310	0.003381659	0.002170343	0.880312	0.07422811	0.8699292	0.76141	0.8799813	0.7091495	0.7617546	0.9240606	0.926692	0.9712069	0.9563972	0.9748335	0.8294357	0.871048	0.9402968	0.987282	0.9835746	0.985832	0.9328431	0.6694977	0.709404	0.8715247	0.7210044	0.87027	0.902032	0.0743307	0.01947859	0.02728276	0.9929195	1	1
0.24899	0.00756751	0.0009919903	0.006124814	0.9124628	0.4784699	0.879882	0.7647284	0.9324204	0.7772491	0.7681113	0.9062847	0.9153824	0.9358493	0.984023	0.9864537	0.820214	0.8740603	0.9218914	0.9974401	0.977621	0.991164	0.9343138	0.713437	0.7455014	0.9087205	0.7485312	0.8676083	0.8719355	0.0805409	0.0171919	0.02472569	0.987143	1	1
0.1083539	0.004373788	0.0335626	0.002042690	0.05781281	0.3955295	0.8400522	0.684267	0.910988	0.7497348	0.7758031	0.906657	0.8727559	0.9260157	0.9527527	0.9680663	0.8350927	0.8693187	0.9278567	0.9920366	0.9601035	0.9662557	0.939239	0.7323721	0.6927976	0.910714	0.7512134	0.8524134	0.8375091	0.1520985	0.01291488	0.03918062	0.9872056	1	1
0.1074570	0.001515713	0.003740251	0.0006593778	0.3997915	0.04144579	0.855684	0.8411172	0.9086436	0.7716259	0.7014361	0.8699986	0.852388	0.9525952	0.9877345	0.9971278	0.8514381	0.8946883	0.91516	0.9763814	0.986204	0.9965445	0.9198538	0.7325242	0.7004418	0.8857274	0.798547	0.889916	0.8833184	0.08932013	0.02442938	0.001505299	0.9962572	1	1
0.1837456	0.004418581	0.01447591	0.002128363	0.08590207	0.7550174	0.857436	0.7643948	0.9402398	0.7734078	0.7314948	0.8787924	0.884766	0.9621848	0.9668003	0.9884905	0.8356338	0.8757178	0.9441098	0.986334	0.9873964	0.9783596	0.9191991	0.7151424	0.6874572	0.8806236	0.698693	0.8518545	0.8440704	0.1636491	0.02106081	0.005408745	0.9869815	1	1
0.05792981	0.004561955	0.01225467	0.000994793	0.9576437	0.2962514	0.850593	0.7639537	0.9019381	0.821733	0.6877427	0.909331	0.886745	0.9572626	0.9718469	0.9995557	0.8423939	0.9078448	0.9462193	0.9855284	0.9752945	0.9947745	0.8979313	0.7163136	0.7133312	0.9004438	0.7313158	0.829074	0.87586	0.078223	0.01094695	0.06036493	0.958635	1	1
0.2174988	0.000451063	0.004750998	0.007025427	0.1091724	0.0683163	0.8835779	0.7448154	0.8780893	0.7444838	0.7280547	0.9079589	0.9003315	0.9799362	0.98214	0.9885912	0.8586458	0.9111624	0.8960247	0.991151	0.9817562	0.9823679	0.9469655	0.7254403	0.7553037	0.9390162	0.7628476	0.8692323	0.9033087	0.08549808	0.009626503	0.02025356	0.9748919	1	1
0.223999	0.04464729	0.0005139455	0.004902789	0.8782048	0.3839056	0.8646906	0.7027904	0.9107722	0.716602	0.7122098	0.8936596	0.8841377	0.953195	0.9666385	0.9807517	0.8345384	0.8529146	0.9411914	0.9949025	0.9812525	0.9862607	0.931228	0.7523272	0.704095	0.9018415	0.7453665	0.8585192	0.8705195	0.06332316	0.01595334	0.0535701	0.9936916	1	1
0.1176230	0.003108821	0.003246431	0.001257123	0.1238603	0.122142	0.8033819	0.7557468	0.8971674	0.7872912	0.7575921	0.8819094	0.8700952	0.9445196	0.962841	0.9710142	0.856709	0.916636	0.965529	0.9958272	0.9812515	0.9913293	0.8934231	0.7797619	0.7370014	0.850847	0.7359894	0.8008496	0.8968029	0.09140857	0.01758135	0.02589613	0.9846396	1	1
0.1900516	0.008979204	0.0521765	0.002397182	0.2835980	0.7862752	0.8368306	0.7567858	0.9287267	0.6752808	0.7558193	0.8882597	0.9121918	0.9403607	0.977864	0.9909646	0.8413816	0.9150579	0.9524513	0.994286	0.9923478	0.9968911	0.9386738	0.6953304	0.7018217	0.8727002	0.6880048	0.8479832	0.8502402	0.1176238	0.01705558	0.02125856	0.9911958	1	1
